Small Unit Installation Postcode,Previous Years (2001-2015) - Installations Quantity,Previous Years (2001-2015) - SGU Rated Output In kW,Jan 2016 - Installations Quantity,Jan 2016 - SGU Rated Output In kW,Feb 2016 - Installations Quantity,Feb 2016 - SGU Rated Output In kW,Mar 2016 - Installations Quantity,Mar 2016 - SGU Rated Output In kW,Apr 2016 - Installations Quantity,Apr 2016 - SGU Rated Output In kW,May 2016 - Installations Quantity,May 2016 - SGU Rated Output In kW,Jun 2016 - Installations Quantity,Jun 2016 - SGU Rated Output In kW,Jul 2016 - Installations Quantity,Jul 2016 - SGU Rated Output In kW,Aug 2016 - Installations Quantity,Aug 2016 - SGU Rated Output In kW,Sep 2016 - Installations Quantity,Sep 2016 - SGU Rated Output In kW,Oct 2016 - Installations Quantity,Oct 2016 - SGU Rated Output In kW,Nov 2016 - Installations Quantity,Nov 2016 - SGU Rated Output In kW,Dec 2016 - Installations Quantity,Dec 2016 - SGU Rated Output In kW,Jan 2017 - Installations Quantity,Jan 2017 - SGU Rated Output In kW,Feb 2017 - Installations Quantity,Feb 2017 - SGU Rated Output In kW,Mar 2017 - Installations Quantity,Mar 2017 - SGU Rated Output In kW,Apr 2017 - Installations Quantity,Apr 2017 - SGU Rated Output In kW,May 2017 - Installations Quantity,May 2017 - SGU Rated Output In kW,Jun 2017 - Installations Quantity,Jun 2017 - SGU Rated Output In kW,Jul 2017 - Installations Quantity,Jul 2017 - SGU Rated Output In kW,Aug 2017 - Installations Quantity,Aug 2017 - SGU Rated Output In kW,Sep 2017 - Installations Quantity,Sep 2017 - SGU Rated Output In kW,Oct 2017 - Installations Quantity,Oct 2017 - SGU Rated Output In kW,Nov 2017 - Installations Quantity,Nov 2017 - SGU Rated Output In kW,Dec 2017 - Installations Quantity,Dec 2017 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
2669,123,628.018,0,0,4,19,6,29.595,2,10.5,0,0,1,5,4,9,2,10.3,1,5,1,3,2,12.48,2,8.34,1,8,1,5.1,0,0,4,27.08,1,10.4,1,2.43,1,20.25,2,9.78,2,14.3,1,3.18,0,0,1,9.9,163,850.653
2671,296,"1,263.70",1,37,3,9,15,61.74,0,0,19,143,2,29.64,1,4.5,1,5.2,6,36.7,7,29.45,3,17.77,3,16.095,1,20.8,1,5,2,5.1,0,0,3,14.18,9,44,6,27.88,7,42.275,10,47.48,2,6.49,1,12.375,0,0,399,1879.375
2672,115,746.725,1,3,5,21.45,12,80.1,7,34.57,1,10,2,10,4,14.36,3,21.74,0,0,0,0,4,20.8,3,100.36,2,26.64,3,27.5,1,3.5,2,8.64,0,0,0,0,1,5.4,0,0,2,16.8,2,8.68,1,5.94,0,0,171,1166.205
2675,115,843.045,1,47.7,4,91.11,0,0,0,0,2,12.72,4,53.62,0,0,0,0,0,0,2,24.22,1,4.42,1,3,0,0,2,12.24,3,35.46,3,16.64,1,11.44,1,8.64,0,0,3,17.23,0,0,1,8.64,0,0,1,10.64,145,1200.765
2680,"1,198","7,576.12",8,53.32,9,91.98,13,92.435,18,217.27,17,210.97,20,150.325,16,103.27,6,95.52,12,155.16,5,51.715,7,41.54,15,141.84,7,99.71,10,121.28,11,131.665,11,113.845,8,43.96,13,150.325,20,156.7,7,42.57,16,183.35,13,79.605,9,91.59,4,19.15,1473,10215.219
2681,124,677.61,0,0,1,5.2,1,3,4,37.2,1,19.85,2,21.68,0,0,3,27.52,2,16.07,0,0,2,25.44,2,10.33,0,0,1,10.26,0,0,0,0,0,0,0,0,1,4.95,2,14.52,1,6.48,2,50.08,0,0,1,5.225,150,935.415
2700,355,"1,633.07",2,6.53,1,7.28,2,8.06,0,0,1,3.12,7,30.14,3,13.74,4,21.95,2,11.2,1,2,7,43.18,3,11.15,0,0,6,47.86,2,15.59,2,22.05,4,20.3,5,75.575,2,8.48,2,10.82,1,4.95,1,3.96,1,10.56,1,10.8,415,2022.366
2701,160,603.295,0,0,0,0,0,0,0,0,1,5,0,0,2,9.2,2,61.88,0,0,0,0,0,0,0,0,0,0,2,11.475,2,13.015,0,0,5,31.2,1,6.48,2,7.12,2,9,2,10.645,0,0,1,4.8,3,21.43,185,794.54
2702,78,306.098,1,3.5,0,0,0,0,1,2.6,0,0,0,0,0,0,0,0,0,0,1,2.08,1,2.08,2,7.44,0,0,1,6.36,0,0,1,3,1,3.78,0,0,3,12.92,1,3,0,0,0,0,1,5.4,1,10.53,93,368.788
2703,55,284.533,0,0,1,5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,11.96,1,5.2,4,22.44,3,31.44,1,5,0,0,0,0,0,0,2,10.6,0,0,0,0,0,0,0,0,0,0,1,5.4,0,0,69,382.073
2705,525,"2,862.32",5,24.23,0,0,3,13.3,3,10.16,4,23.32,2,9.36,4,21.55,7,49.18,4,20.37,13,50.64,7,133.54,19,174.205,2,9.64,8,43.97,8,35.85,4,32.58,7,65.69,7,108.25,4,24.3,5,26.72,7,155.48,5,29.05,4,19.98,1,6.05,658,3949.73
2706,108,549.705,0,0,0,0,0,0,0,0,0,0,1,2.5,0,0,1,1.89,2,5.855,3,20.14,3,20.05,3,13.32,0,0,0,0,0,0,0,0,0,0,1,2.08,0,0,1,3.9,0,0,0,0,1,5.4,0,0,124,624.84
2707,99,597.54,1,20,0,0,0,0,2,7.78,3,26,1,12.54,0,0,2,13.12,1,30,0,0,0,0,0,0,0,0,1,29.9,3,55.28,0,0,0,0,1,5.2,1,14.58,0,0,0,0,0,0,0,0,0,0,115,811.94
2710,775,"3,665.95",4,62.5,7,27.94,5,38.5,8,39.07,11,48.98,12,79.27,9,44.67,13,61.09,9,36.975,7,29.62,12,103.78,3,24.08,2,13.72,2,15.1,7,151.28,2,9.72,3,15.14,1,6.05,2,8.32,3,38.06,13,67.235,5,88.4,6,51.38,2,45.54,923,4772.373
2711,202,"1,181.58",0,0,1,7.125,3,28.48,1,20,2,6,4,22.16,3,19.43,3,105.78,2,8.26,0,0,3,30.55,0,0,1,5.5,2,34.48,1,3.42,0,0,11,53.295,0,0,0,0,1,5.5,1,10.2,1,5.13,1,5.5,0,0,243,1552.388
2712,155,838.24,0,0,1,5,1,5,5,14.56,2,6.73,2,8.16,0,0,1,3,2,8.26,1,3.06,1,5.1,4,16.6,5,10.6,3,6.36,0,0,2,8.32,0,0,0,0,0,0,0,0,1,3.24,1,5.5,0,0,1,5.13,188,952.86
2713,279,"1,528.40",4,61,1,3,1,11,2,14.84,11,40.4,2,15.435,4,13.79,2,7,4,12.845,2,5.66,5,32.52,5,28.08,1,3,3,16.095,2,13.195,2,9.035,7,31.48,6,98.6,1,5.13,4,35.54,2,5.4,0,0,2,10.26,3,26,355,2027.7
2714,372,"1,580.22",0,0,0,0,0,0,2,6.12,0,0,1,3.64,1,5.25,1,15.6,7,30.745,2,12.08,7,27.2,6,42.36,0,0,3,11.38,2,6.165,3,14.18,5,28.28,1,5.6,1,5.2,2,10.4,3,13.64,3,10.91,1,6,2,10.26,425,1845.232
2715,55,330.84,17,90.56,7,29.12,6,44.38,7,48.26,5,19.44,6,39.5,3,22.47,4,41.06,9,41.26,12,62.08,6,26.42,1,4.86,0,0,0,0,0,0,0,0,1,4.86,0,0,0,0,0,0,1,3.48,0,0,0,0,0,0,140,808.59
2716,151,708.465,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.12,1,8,4,43.12,0,0,3,18.21,1,12.48,2,5.2,1,5.13,2,9.17,1,15.105,0,0,1,5.4,0,0,0,0,1,5.225,170,841.625
2717,52,253.692,0,0,0,0,0,0,2,6,0,0,0,0,0,0,1,7.521,1,6,0,0,2,24.22,0,0,0,0,1,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,303.373
2720,510,"1,958.61",3,41.4,0,0,4,15.42,3,12.95,0,0,2,10.3,3,16.18,9,107.58,8,37.935,10,47.645,4,19.57,16,72.425,9,59.84,7,56.33,11,65,10,57.36,10,51.46,11,47.49,15,83.505,9,48.33,12,64.25,7,35.01,15,72.73,2,21.8,690,3003.122
2721,13,65.85,0,0,0,0,3,33,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.32,0,0,0,0,0,0,1,5.6,0,0,0,0,20,121.77
2722,246,"1,019.77",0,0,4,7.5,1,2,6,49.57,1,39.9,0,0,2,26,2,4.12,3,13.96,3,14.04,10,86.66,2,9.26,9,47.54,2,52.62,7,104.17,0,0,2,26.2,0,0,2,7.67,1,4.59,1,4,2,14.69,1,7.965,0,0,307,1542.229
2725,30,87.225,0,0,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.02,0,0,0,0,0,0,0,0,0,0,33,99.245
2726,11,60.16,0,0,1,3.72,0,0,0,0,1,2.08,0,0,0,0,0,0,0,0,0,0,0,0,1,4.48,0,0,0,0,0,0,0,0,0,0,0,0,2,16.962,0,0,2,15.9,0,0,0,0,0,0,18,103.302
2727,20,79.4,0,0,1,3.5,1,5,1,5.67,1,6.12,1,5.1,0,0,0,0,0,0,0,0,0,0,1,4.845,0,0,0,0,1,7.04,0,0,1,14.388,0,0,0,0,0,0,1,28.91,0,0,0,0,0,0,29,159.973
2729,124,446.134,0,0,0,0,1,3.06,2,4.08,2,7.16,0,0,0,0,3,36.66,1,3.52,4,15.28,4,14.82,1,5.2,0,0,0,0,0,0,2,11.5,4,14.8,1,4.94,4,8.31,1,1.62,1,22.125,3,16.165,4,16.94,3,14.075,165,646.389
2730,116,421.48,1,12,0,0,0,0,0,0,3,9.5,0,0,0,0,0,0,0,0,0,0,1,2.6,0,0,0,0,1,5.2,0,0,1,3.12,0,0,2,10.4,5,17.52,1,5.5,4,16.2,4,16.02,3,19.84,1,5.04,143,544.42
2731,561,"2,273.24",4,111.87,3,124.3,6,77.62,3,13.26,3,25.2,9,39.76,2,18.12,7,128.92,5,30.42,9,105.295,5,39.14,3,16.345,2,10.7,4,27.99,6,26.92,0,0,3,18.99,2,19.938,3,122.805,4,28.62,3,22.7,10,97.95,9,43.445,5,25.5,671,3449.046
2732,209,"1,477.27",1,30,1,3,0,0,1,5.72,1,15,1,22,2,49.5,1,5.46,3,11.44,2,16.52,3,58.04,4,42.84,4,16.24,3,27.21,5,77.06,3,23.58,2,78.6,3,42.48,0,0,5,222,0,0,2,7.28,2,25.02,0,0,258,2256.263
2733,51,304.32,2,10,0,0,0,0,2,7.08,0,0,0,0,2,16.43,1,4.24,0,0,5,34.48,0,0,1,9.54,0,0,2,25.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.2,0,0,0,0,67,416.73
2734,26,339.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,3,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,373.61
2735,56,384.7,0,0,0,0,0,0,2,11.46,0,0,0,0,0,0,0,0,0,0,0,0,3,13.16,0,0,0,0,2,15.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.325,64,431.035
2736,35,307.035,0,0,1,30,0,0,1,25.48,1,5.1,0,0,0,0,1,6.24,4,25.2,3,30.6,1,3.06,1,10.2,0,0,1,5,0,0,1,5.4,0,0,0,0,0,0,0,0,0,0,0,0,1,10.725,0,0,51,464.04
2737,27,204.64,0,0,0,0,0,0,0,0,0,0,0,0,2,10.4,0,0,1,30,1,9.88,0,0,1,1.62,0,0,8,36.29,0,0,1,19.89,1,7.56,0,0,0,0,0,0,0,0,1,5.94,0,0,2,8.06,45,334.28
2738,95,449.925,1,5,1,5,2,8.12,0,0,2,14.9,2,10.2,0,0,2,9.2,2,8.32,2,9.24,2,9.25,5,30.726,0,0,1,5.4,3,29.13,1,0.27,2,33.12,2,11.24,1,2.7,1,5.4,6,44.7,1,14.95,3,21.72,0,0,137,728.511
2739,86,628.053,0,0,2,104.375,0,0,0,0,0,0,1,14.715,0,0,1,5,1,15,1,6.36,3,12.66,1,5.13,0,0,4,24.3,1,5.4,1,0.81,1,5.4,0,0,2,18.32,0,0,2,22.68,3,12.82,0,0,0,0,110,881.023
2745,"1,479","4,563.31",9,39.91,7,33.78,15,75.95,9,49.38,18,88.75,11,65.72,8,44.12,11,49.15,14,97.71,9,61.545,16,80.96,16,132.68,9,43,11,53.41,11,63.28,6,29.26,8,40.33,21,136.947,13,84.19,17,122.19,21,137.09,18,103.06,16,113.765,8,69.265,1781,6378.754
2747,"1,722","4,760.54",14,53.965,12,48.88,12,48.695,14,56.83,16,79.45,25,150.36,18,71.59,61,134.74,19,88.265,16,85.46,17,73.33,22,84.87,12,67.48,15,65.51,17,83.07,15,78.04,15,92.685,16,79.455,22,140.695,55,189.62,17,57.765,9,42.505,25,136.638,15,120.355,2201,6890.792
2748,128,647.481,0,0,0,0,0,0,1,7.14,3,16.985,0,0,0,0,2,7,0,0,1,6.5,1,5.865,2,15.18,1,15.34,1,5.13,0,0,0,0,2,13.23,0,0,0,0,0,0,0,0,0,0,1,13.75,0,0,143,753.601
2749,785,"2,387.69",3,18.95,3,12.75,10,131.1,4,18.83,2,7,7,35.19,4,16.3,4,18.8,3,18.46,3,21.5,12,68.994,7,50.5,3,14.93,7,44.96,7,26.94,5,39.53,4,25.86,5,30.69,11,62.835,2,10.68,9,40.317,8,42.205,11,63.58,5,30.655,924,3239.246
2750,"1,995","6,224.94",5,14.95,15,69.1,10,44.825,18,115.825,5,16.68,14,76.215,11,55.84,17,118.354,18,124.98,10,46.03,12,173.69,16,96.14,11,64.37,13,59.325,17,84.625,9,51.88,13,55.36,16,89.765,17,108.89,23,140.63,21,145.84,15,101.575,17,128.21,17,89.355,2335,8297.393
2751,6,24.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37.747
2752,270,891.387,0,0,2,7.87,3,14.68,3,16.25,1,12.6,4,18.2,1,4.16,0,0,3,13.45,0,0,2,13.32,2,15.6,2,5.2,1,3.12,2,5.94,1,5.2,0,0,2,7.68,1,3.18,1,5.2,2,4.56,0,0,1,6,2,13.75,306,1067.347
2753,782,"2,694.94",4,22.305,4,45.92,4,19.47,7,46.86,9,147.87,5,35.79,6,48.82,1,10.14,8,132.76,8,38.725,9,63.48,8,31.805,7,40.9,11,80.18,5,36,5,26.01,9,68.165,9,59.99,8,44.922,6,41.206,10,69.179,7,40.87,10,90.485,4,30.755,946,3967.548
2754,251,827.598,0,0,3,16.895,5,30.25,2,8.2,4,15.46,1,2,0,0,4,25.56,2,6.56,2,15.52,4,22.885,6,38.287,1,5.94,4,27.275,2,14.78,5,34.38,4,22.68,3,22.14,2,7.78,4,20.522,8,46.976,3,20.98,4,23.95,2,12.81,326,1269.428
2756,"1,446","5,491.96",6,42.44,7,31.97,15,99.73,10,44.635,11,63.6,12,59.87,12,61.94,21,240.08,19,152.07,17,133.81,16,93.555,13,85.047,11,55.99,16,112.565,9,43.804,19,136.59,18,130.1,12,85.018,28,255.368,22,191.53,13,68.11,17,127.66,17,125.92,6,72.57,1793,8005.936
2757,27,81.285,0,0,1,4.905,0,0,1,7.14,0,0,0,0,1,3.64,0,0,0,0,0,0,0,0,3,34.49,0,0,0,0,0,0,0,0,2,16.25,1,5.015,1,8.26,1,1.8,0,0,1,7.02,1,7.92,0,0,40,177.725
2758,477,"1,624.90",4,33.06,4,15.845,4,18.491,3,12.32,5,39.55,3,15.75,3,23.34,2,9.09,6,47.56,3,15.92,9,40.79,6,30.22,5,33.415,6,37.14,5,33.13,3,13.61,9,68.485,3,25.812,5,38.1,5,22.31,6,63.634,4,20.1,3,23.32,1,3.025,584,2308.916
2759,"1,334","3,439.78",7,29.18,9,54.725,9,38.245,15,76.92,19,88.925,10,56.26,8,42.125,7,25.99,3,9.74,11,45.498,14,62.69,11,100.555,10,49.91,9,43.16,9,42.12,5,20.63,12,47.27,5,19.065,14,68.26,7,34.2,8,37.18,8,37.995,10,65.89,5,26.745,1559,4563.058
2760,"1,217","3,228.39",5,21.09,4,110.22,15,64.64,15,55.155,16,74.03,5,94.84,5,16.85,18,100.725,10,72.29,14,141.29,18,81.6,16,59.685,12,55.68,7,40.5,15,87.2,9,138.385,7,31.905,12,70.05,10,162.19,7,51.1,13,58.4,7,138.56,8,35.37,4,22.115,1469,5012.261
2761,"1,741","4,305.37",7,26.5,19,87.6,20,78.55,15,149.275,10,41.5,8,32.42,11,45.83,15,87.895,17,95.98,16,69.215,22,84.76,22,240.335,7,35.56,20,77.77,24,94.19,18,76.05,9,59.558,13,125.51,17,80.025,17,73.52,14,68.81,13,81.815,8,76.025,1,5.4,2084,6199.462
2762,194,535.424,1,3.18,4,16.81,3,16.026,3,10.24,3,13.52,7,36.595,3,13.32,2,9.63,1,2.5,7,29.85,8,31.739,12,31.68,5,25.655,5,15.3,11,43.31,7,37.22,6,21.9,4,18.89,7,45.67,6,27.54,16,78.295,5,20.68,7,36.45,1,5.4,328,1126.824
2763,"1,566","3,649.43",3,11.4,6,29.515,11,48.84,13,58.755,12,47.46,8,35.56,9,29.35,11,35.625,8,62.798,5,20.92,10,46.75,15,60.075,6,25.3,9,35.91,4,14.16,12,48.14,9,42.975,3,15.735,9,40.881,8,59.56,13,56.95,1,5.4,8,45.095,2,12.52,1761,4539.1
2765,620,"2,229.75",0,0,2,7.8,4,16.39,5,54.56,2,14,6,30.34,1,24.91,10,75.505,7,41.845,8,29.14,9,48.96,14,86.15,5,16.7,7,42.8,6,26.05,8,95.68,16,140.325,5,94.06,5,29.12,10,60.21,11,100.8,12,52.9,11,112.28,5,72.465,789,3502.739
2766,721,"2,664.06",6,29.94,7,66.93,3,13.25,9,39.72,6,173.24,1,36.855,3,14.845,5,83.39,11,59.02,5,19.8,1,5.2,4,17.92,1,3.51,2,13.23,5,19.09,2,12.93,4,21.12,9,195.75,5,21.46,5,146.47,2,8.47,2,10.35,4,30.119,0,0,823,3706.667
2767,"1,790","3,645.03",7,21.87,10,30.75,13,58.4,15,107.625,7,27.6,5,14.84,9,50.6,12,38.2,4,15.34,4,19.01,8,25.17,11,47.715,13,46.39,5,27.22,5,32.83,8,31.94,4,15.65,10,38.825,8,37.26,7,24.52,2,6.3,5,25.42,6,36.18,4,20.18,1972,4444.867
2768,"1,804","4,261.55",8,31.52,7,28.28,14,55.3,13,64.595,6,21.17,4,18.95,8,36.3,12,41.075,7,35.44,12,46.65,13,56.735,8,37.03,9,40.88,7,33.12,13,52.28,10,40.54,6,27.275,14,73.01,10,42.83,20,102.86,12,56.185,10,60.94,5,26.825,6,28.13,2038,5319.468
2769,670,"1,954.57",6,26.495,5,17.13,8,32.995,2,10,6,25.69,5,28.36,35,69.49,7,26.7,11,34.25,12,30.22,20,38.82,16,144.45,4,25.16,6,25.13,4,21.56,4,18.99,7,30.275,10,43.045,14,82.755,10,52.674,10,49.165,6,30.45,7,41.24,6,34.675,891,2894.291
2770,"2,169","5,489.14",14,58.264,8,33.785,22,90.34,20,137.1,11,29.82,11,84.17,6,45.62,13,46.956,10,50.52,9,130.93,18,89.485,9,62.235,17,70.085,18,78.16,14,53.6,9,58.685,14,64.94,14,54.88,28,122.33,17,73.34,14,57.21,15,89.57,13,67.495,4,20.47,2497,7159.126
2773,369,937.618,3,14,4,14.12,1,4.75,4,17.175,0,0,1,6.24,0,0,3,11.97,2,11.7,1,10.56,3,13.97,3,13.54,2,7.48,0,0,3,8.1,5,20.235,2,7.64,2,8.47,2,9.54,1,3.3,5,33.99,8,39.639,5,36.58,5,28.24,434,1258.857
2774,793,"2,109.55",9,33.485,7,33.9,4,16.195,2,6.56,2,6.31,2,9.68,5,15.65,7,27.496,7,27.26,4,27.396,7,47.17,4,107.42,2,8.845,6,27.455,13,52.735,4,12.825,19,84.108,10,44.792,4,32.29,9,50.674,7,29.495,17,89.34,9,51.523,2,6.24,955,2958.397
2775,117,371.408,2,7.9,0,0,1,2.1,1,3.12,1,11.34,0,0,2,8.64,1,5.5,1,4,2,8.06,2,7.32,4,21.54,2,12.13,1,6.38,0,0,0,0,1,3.2,1,3.24,2,9.9,1,2.7,2,10.8,0,0,0,0,1,6.6,145,505.878
2776,313,792.249,2,8.94,1,3.18,0,0,1,2.08,1,3.64,1,1.04,0,0,3,15.94,1,4.905,3,8.72,2,5.08,5,18.27,1,5.22,2,7.28,2,5.66,0,0,1,3.27,4,20.03,7,36.86,4,8.55,1,5.9,3,11.44,2,9.519,0,0,360,977.773
2777,"1,216","3,147.08",2,6.12,6,21.395,7,48.25,10,47.665,6,19.804,6,36.945,6,115.64,10,38.84,6,30.415,13,50.678,14,59.61,18,111.492,9,42.089,14,67.19,8,26.9,4,16.35,17,79.475,9,58.64,9,49.54,12,90.852,13,71.83,17,76.188,6,36.227,3,21.26,1441,4370.479
2778,214,496.778,0,0,0,0,0,0,0,0,1,5.2,2,7.28,0,0,3,11.599,1,5.5,1,8.16,4,8,1,1.56,1,5.2,0,0,2,5.94,1,1.62,1,2.36,2,5.95,3,12.829,3,12.98,1,4.905,1,5.559,0,0,0,0,242,601.42
2779,335,817.914,1,1.962,2,5.25,0,0,3,8.202,0,0,1,21.84,1,5.83,2,6.4,3,15.01,3,17.342,5,19.18,3,23.455,3,10.8,4,33.754,2,6.435,1,5.2,4,13.58,0,0,5,22.435,3,14.1,4,18.27,3,14.874,4,23.13,2,11.886,394,1116.849
2780,763,"1,882.36",2,13,4,12.933,8,62.333,5,23.26,10,63.195,6,17.77,6,114.773,6,16.081,5,14.55,5,18.913,8,48.143,6,19.959,4,16.596,11,38.467,10,38.251,7,29.336,9,36.237,9,61.365,8,50.939,9,44.315,6,27.982,9,37.875,5,23.115,9,57.386,930,2769.137
2782,399,974.446,0,0,3,10.045,3,13,4,14.29,2,7.32,3,9.18,1,3.12,4,20.91,4,16.067,2,7.12,3,15.09,5,20.495,8,26.887,2,8.521,5,15.765,0,0,5,24.44,4,18.69,8,32.103,5,21.541,3,16.023,2,8.31,4,14.81,3,16.837,482,1315.01
2783,196,508.714,2,24.16,2,7.995,0,0,2,5.48,2,9.16,1,19.76,1,20.4,1,1.26,0,0,2,33.3,1,4.2,2,8.75,1,4.4,0,0,0,0,3,11.605,2,10.732,1,5,0,0,1,5.559,3,24.8,1,4.86,2,10.532,2,10.362,228,731.029
2784,109,224.765,0,0,2,5.395,0,0,0,0,0,0,0,0,1,5.5,0,0,2,7.36,1,3.64,0,0,1,5.4,0,0,0,0,1,2.24,2,8.3,1,2.12,1,2.12,1,9.81,1,1.92,1,3,1,4.905,0,0,0,0,125,286.475
2785,340,759.609,2,7.905,4,15.33,4,9.42,5,23.87,2,8.35,2,8.502,2,6.27,3,9.42,5,18.73,2,9.585,1,3.25,3,13.215,4,11.449,2,18.896,2,11.6,3,13.53,7,42.502,5,20.898,2,10.512,2,12.575,3,17.78,6,126.449,4,21.318,0,0,415,1200.965
2786,95,232.323,0,0,2,8.1,0,0,0,0,2,8.84,0,0,0,0,1,3.12,1,20,0,0,3,18.01,1,5.52,0,0,0,0,1,3.64,0,0,2,10.83,0,0,2,8.55,3,46.25,0,0,2,11.34,0,0,1,4.32,116,380.843
2787,283,"1,088.07",1,20.075,1,5.2,2,7.28,2,9.36,3,11.96,8,28.45,0,0,0,0,5,16.36,3,12.22,2,5.435,2,8.32,0,0,1,4.35,2,7.4,7,32.19,2,3.935,1,4.275,1,3.18,5,25.59,1,9.99,7,33.17,5,31.95,1,6.48,345,1375.239
2790,786,"2,423.34",5,20.416,5,19.29,4,52.49,5,20.183,2,7.16,4,19.886,6,28.86,3,19,1,3,10,73.44,3,16.62,5,22.39,7,25.62,3,16.6,7,32.33,9,92.88,4,31.3,10,75.959,8,40.245,17,113.53,6,25.42,8,54.339,6,78.05,5,26.61,929,3338.953
2791,31,150.75,0,0,0,0,1,6.5,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.92,1,2.12,1,4.32,1,5.4,0,0,0,0,0,0,0,0,0,0,37,178.01
2792,31,138.516,0,0,0,0,1,5,0,0,0,0,0,0,1,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,6.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11.575,0,0,37,171.331
2793,85,256.456,0,0,0,0,1,3,0,0,1,5.1,1,4,0,0,4,15.58,1,3.12,3,17.52,0,0,0,0,0,0,1,5.4,2,10.4,0,0,0,0,2,7.28,1,1.92,1,5.4,1,5.015,2,10.4,0,0,1,6.05,107,356.641
2794,612,"2,290.10",4,17.17,6,52.045,13,50.06,7,30.36,8,28.77,11,43.1,4,17.31,0,0,7,111.56,1,63.25,9,51.86,6,27.58,1,5.4,2,22.86,8,140.69,3,16.66,8,125.205,5,17.34,6,150.335,7,40.945,10,106.005,13,75.355,10,71.935,10,47.86,771,3603.758
2795,"2,167","8,361.63",12,54.315,33,254.458,16,163.86,30,233.71,31,297.63,8,134.105,15,101.45,15,81.203,21,110.85,15,71.36,16,113.37,19,87.8,11,44.62,20,126.14,20,128.424,14,88.538,24,216.38,26,147.25,11,48.825,25,139.637,24,155.82,23,151.595,19,194.304,14,74.215,2629,11581.492
2797,29,111.82,0,0,1,5.1,1,0.5,0,0,0,0,0,0,1,3,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,128.6
2798,146,576.906,0,0,0,0,1,3.12,1,5.2,2,10.1,0,0,0,0,1,6.05,0,0,1,5.22,0,0,0,0,0,0,0,0,0,0,2,10.72,0,0,1,5.9,2,11.609,1,5.3,3,13.47,0,0,1,5.4,0,0,162,658.995
2799,191,876.391,0,0,0,0,2,2.76,1,3,1,4.75,0,0,1,5,0,0,4,14.88,1,5,1,5.2,4,13.75,3,11.85,1,5.2,3,90.96,0,0,2,18.16,3,11.85,1,3,4,24.98,3,12.54,3,16.675,4,22.35,1,4.93,234,1153.226
2800,"2,213","9,191.19",10,142.395,24,133.55,9,52.64,11,89.58,16,86.89,9,42.65,13,60.776,10,47.41,16,236.2,24,133.945,13,79.07,22,313.287,15,109.787,23,253.203,13,162.96,11,53.69,20,143.624,16,137.07,14,78.88,24,160.155,14,72.065,24,238.505,29,179.868,16,119.47,2609,12318.86
2803,29,97.75,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.72,0,0,0,0,0,0,1,5.98,0,0,0,0,1,4.94,1,5.22,0,0,0,0,34,123.61
2804,264,946.255,0,0,5,30.12,0,0,4,12,1,5.2,2,9.36,0,0,0,0,1,5.2,3,13.2,2,14.21,1,2.6,1,5.4,2,10.5,0,0,2,11.72,1,64.96,2,9.74,3,16.025,2,7.97,1,10.8,2,12.12,2,9.63,3,13.9,304,1210.91
2805,33,133.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.06,2,3.74,0,0,0,0,1,1.53,0,0,0,0,1,4.68,0,0,0,0,0,0,1,6.05,0,0,0,0,0,0,39,150.578
2806,53,219.895,0,0,2,9.5,2,6,1,5,0,0,0,0,0,0,1,4.68,0,0,0,0,1,7.42,1,2.65,0,0,1,4.86,0,0,1,4.94,0,0,1,8.64,0,0,1,5.2,1,5.8,2,20.52,0,0,0,0,68,305.105
2807,37,113.846,0,0,1,3,0,0,1,1.53,0,0,4,14,2,10,0,0,0,0,1,5,1,3.12,0,0,0,0,2,7.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,158.356
